PMID,AuthorN,AuthorForename,AuthorLastname,AuthorInitials,AuthorAffiliation
15722349,3,Katie B,Freeman,KB,
15722349,4,Hinayana,Bawagan,H,
15722349,5,Ishrut,Hussain,I,
15722349,6,Christopher C J,Miller,CC,
15722349,7,Kwok-Fai,Lau,KF,
15722349,8,Maria E,Tennant,ME,
15722349,9,Christopher,Dennison,C,
15722349,10,Nigel J,Robinson,NJ,
15722349,11,Colin,Dingwall,C,
15737955,1,Amy S,Espeseth,AS,"Biological Chemistry, Medicinal Chemistry, and Automated Biotechnology, Merck Research Laboratories, West Point, Pennsylvania 19486, USA."
15737955,2,Min,Xu,M,
15737955,3,Qian,Huang,Q,
15737955,4,Craig A,Coburn,CA,
15737955,5,Kristen L G,Jones,KL,
15737955,6,Marc,Ferrer,M,
15737955,7,Paul D,Zuck,PD,
15737955,8,Berta,Strulovici,B,
15737955,9,Eric A,Price,EA,
15737955,10,Guoxin,Wu,G,
15737955,11,Abigail L,Wolfe,AL,
15737955,12,Janet E,Lineberger,JE,
15737955,13,Mohinder,Sardana,M,
15737955,14,Katherine,Tugusheva,K,
15737955,15,Beth L,Pietrak,BL,
15737955,16,Ming-Chih,Crouthamel,MC,
15737955,17,Ming-Tain,Lai,MT,
15737955,18,Elizabeth Chen,Dodson,EC,
15737955,19,Renzo,Bazzo,R,
15737955,20,Xiao-Ping,Shi,XP,
15737955,21,Adam J,Simon,AJ,
15737955,22,Yueming,Li,Y,
15737955,23,Daria J,Hazuda,DJ,
15745965,1,Orly,Lazarov,O,"Department of Neurobiology, Pharmacology, and Physiology, The University of Chicago, Chicago, Illinois 60637, USA."
15745965,2,Gerardo A,Morfini,GA,
15745965,3,Edward B,Lee,EB,
15745965,4,Mohamed H,Farah,MH,
15745965,5,Anita,Szodorai,A,
15745965,6,Scott R,DeBoer,SR,
15745965,7,Vassilis E,Koliatsos,VE,
15745965,8,Stefan,Kins,S,
15745965,9,Virginia M-Y,Lee,VM,
15745965,10,Philip C,Wong,PC,
15745965,11,Donald L,Price,DL,
15745965,12,Scott T,Brady,ST,
15745965,13,Sangram S,Sisodia,SS,
15749709,1,Christine A F,von Arnim,CA,"Alzheimer Disease Research Laboratory, Massachusetts General Hospital, Harvard Medical School, Charlestown, Massachusetts 02129, USA."
15749709,2,Ayae,Kinoshita,A,
15749709,3,Ithan D,Peltan,ID,
15749709,4,Michelle M,Tangredi,MM,
15749709,5,Lauren,Herl,L,
15749709,6,Bonny M,Lee,BM,
15749709,7,Robert,Spoelgen,R,
15749709,8,Tammy T,Hshieh,TT,
15749709,9,Sripriya,Ranganathan,S,
15749709,10,Frances D,Battey,FD,
15749709,11,Chun-Xiang,Liu,CX,
15749709,12,Brian J,Bacskai,BJ,
15749709,13,Sanja,Sever,S,
15749709,14,Michael C,Irizarry,MC,
15749709,15,Dudley K,Strickland,DK,
15749709,16,Bradley T,Hyman,BT,
15753947,1,Solveig,Lefranc-Jullien,S,"IPMC of CNRS, UMR6097, CNRS/UNSA, 660 Route des Lucioles, 06560 Valbonne, France."
15753947,2,Vincent,Lisowski,V,
15753947,3,Jean-François,Hernandez,JF,
15753947,4,Jean,Martinez,J,
15753947,5,Frédéric,Checler,F,
15784960,1,Rui,Kan,R,"Center for Human and Animal Genetics, Institute of Genetics and Developmental Biology, Chinese Academy of Sciences, Beijing 100101, China."
15784960,2,Binbin,Wang,B,
15784960,3,Chuanfang,Zhang,C,
15784960,4,Feng,Jin,F,
15784960,5,Ze,Yang,Z,
15784960,6,Shun,Ji,S,
15784960,7,Zeping,Lu,Z,
15784960,8,Chenguang,Zheng,C,
15784960,9,Li,Wang,L,
15788759,1,Giselle P,Lim,GP,"Department of Medicine, University of California Los Angeles, Los Angeles, California 90095, USA."
15788759,2,Frédéric,Calon,F,
15788759,3,Takashi,Morihara,T,
15788759,4,Fusheng,Yang,F,
15788759,5,Bruce,Teter,B,
15788759,6,Oliver,Ubeda,O,
15788759,7,Norman,Salem,N,
15788759,8,Sally A,Frautschy,SA,
15788759,9,Greg M,Cole,GM,
15809332,1,Norihiro,Kotani,N,"Glyco-chain Functions Laboratory, Frontier Research System, The Institute of Physical and Chemical Research, RIKEN, Wako, Saitama 351-0198."
15809332,2,Shinobu,Kitazume,S,
15809332,3,Keisuke,Kamimura,K,
15809332,4,Satomi,Takeo,S,
15809332,5,Toshiro,Aigaki,T,
15809332,6,Hiroshi,Nakato,H,
15809332,7,Yasuhiro,Hashimoto,Y,
15817521,1,Michael T,Heneka,MT,"Department of Neurology, University of Bonn, Bonn, Germany. heneka@uni-muenster.de"
15817521,2,Magdalena,Sastre,M,
15817521,3,Lucia,Dumitrescu-Ozimek,L,
15817521,4,Anne,Hanke,A,
15817521,5,Ilse,Dewachter,I,
15817521,6,Cuno,Kuiperi,C,
15817521,7,Kerry,O'Banion,K,
15817521,8,Thomas,Klockgether,T,
15817521,9,Fred,Van Leuven,F,
15817521,10,Gary E,Landreth,GE,
15824102,1,Hon-Kit,Wong,HK,"Laboratories for Structural Neuropathology, RIKEN Brain Science Institute, Saitama, Japan."
15824102,2,Takashi,Sakurai,T,
15824102,3,Fumitaka,Oyama,F,
15824102,4,Kumi,Kaneko,K,
15824102,5,Koji,Wada,K,
15824102,6,Haruko,Miyazaki,H,
15824102,7,Masaru,Kurosawa,M,
15824102,8,Bart,De Strooper,B,
15824102,9,Paul,Saftig,P,
15824102,10,Nobuyuki,Nukina,N,
15845357,1,Kuo-Chen,Chou,KC,"Gordon Life Science Institute, 13784 Torrey Del Mar, San Diego, CA 92130, USA. kchou@san.rr.com"
15851852,1,Xiao-Ping,Shi,XP,"Department of Biological Chemistry, Merck Research Laboratories, West Point, PA 19486, USA. xiao-ping_shi@merck.com"
15851852,2,Katherine,Tugusheva,K,
15851852,3,James E,Bruce,JE,
15851852,4,Adam,Lucka,A,
15851852,5,Elizabeth,Chen-Dodson,E,
15851852,6,Binghua,Hu,B,
15851852,7,Guo-Xin,Wu,GX,
15851852,8,Eric,Price,E,
15851852,9,Robert B,Register,RB,
15851852,10,Janet,Lineberger,J,
15851852,11,Ron,Miller,R,
15851852,12,Mei-Jy,Tang,MJ,
15851852,13,Amy,Espeseth,A,
15851852,14,Jason,Kahana,J,
15851852,15,Abigail,Wolfe,A,
15851852,16,Ming-Chih,Crouthamel,MC,
15851852,17,Sethu,Sankaranarayanan,S,
15851852,18,Adam,Simon,A,
15851852,19,Lin,Chen,L,
15851852,20,Ming-Tain,Lai,MT,
15851852,21,Beth,Pietrak,B,
15851852,22,Jillian,DiMuzio,J,
15851852,23,Yueming,Li,Y,
15851852,24,Min,Xu,M,
15851852,25,Qian,Huang,Q,
15851852,26,Victor,Garsky,V,
15851852,27,Mohinder K,Sardana,MK,
15851852,28,Daria J,Hazuda,DJ,
15857888,1,Xiulian,Sun,X,"Department of Psychiatry, Brain Research Center, The University of British Columbia, Vancouver, BC, Canada."
15857888,2,Yingcheng,Wang,Y,
15857888,3,Hong,Qing,H,
15857888,4,Michelle A,Christensen,MA,
15857888,5,Yunqiang,Liu,Y,
15857888,6,Weihui,Zhou,W,
15857888,7,Yigang,Tong,Y,
15857888,8,Cuiying,Xiao,C,
15857888,9,Yi,Huang,Y,
15857888,10,Sizhong,Zhang,S,
15857888,11,Xiehe,Liu,X,
15857888,12,Weihong,Song,W,
15886016,1,Tina,Wahle,T,"Department of Neurology, Laboratory of Molecular Cell Biology, University of Bonn, Sigmund-Freud-Str. 25, 53127 Bonn, Germany."
15886016,2,Kai,Prager,K,
15886016,3,Nikolai,Raffler,N,
15886016,4,Christian,Haass,C,
15886016,5,Michael,Famulok,M,
15886016,6,Jochen,Walter,J,
15916426,1,Tímea,Polgár,T,"CADD&HTS, Gedeon Richter Ltd, PO Box 27, H-1475 Budapest, Hungary."
15916426,2,György M,Keserü,GM,
15931081,1,Lei,Cai,L,"State Key Lab of Genetic Engineering, Institute of Genetics, School of Life Sciences, Fudan University, Shanghai, China."
15931081,2,Guomei,Tang,G,
15931081,3,Lishan,Chen,L,
15931081,4,Bosheng,Zhang,B,
15931081,5,Sanduo,Jiang,S,
15931081,6,Daming,Ren,D,
15971990,1,Valentina,Porcari,V,"Sienabiotech S.p.A., Discovery Research, Siena, Italy. vporcari@sienabiotech.com"
15971990,2,Letizia,Magnoni,L,
15971990,3,Georg C,Terstappen,GC,
15971990,4,Wolfgang,Fecke,W,
15974898,1,Frédéric,Checler,F,"Institut de Pharmacologie Moléculaire et Cellulaire, UMR6097 du CNRS, 660 route des Lucioles, Sophia-Antipolis, 06560 Valbonne, France. checler@ipmc.cnrs.fr."
15974898,2,Checler,Frédéric,C,
15974898,3,Cristine,Alves da Costa,C,
15974898,4,Alves da Costa,Cristine,Ada C,
15974898,5,Erwan,Ayral,E,
15974898,6,Ayral,Erwan,A,
15974898,7,David,Andrau,D,
15974898,8,Andrau,David,A,
15974898,9,Cécile,Dumanchin,C,
15974898,10,Dumanchin,Cécile,D,
15974898,11,Michael,Farzan,M,
15974898,12,Farzan,Michael,F,
15974898,13,Jean-François,Hernandez,JF,
15974898,14,Hernandez,Jean-François,H,
15974898,15,J,Martinez,J,
15974898,16,Solveig,Lefranc-Jullien,S,
15974898,17,Lefranc-Jullien,Solveig,LJ,
15974898,18,Philippe,Marambaud,P,
15974898,19,Marambaud,Philippe,M,
15974898,20,Andrea,Pasini,A,
15974898,21,Pasini,Andrea,P,
15974898,22,Agnès,Petit,A,
15974898,23,Petit,Agnès,P,
15974898,24,Christopher,Phiel,C,
15974898,25,Phiel,Christopher,P,
15974898,26,Philippe,Robert,P,
15974898,27,Robert,Philippe,R,
15974898,28,Peter,St George-Hyslop,P,
15974898,29,St George-Hyslop,Peter,SG,
15974898,30,Sherwin,Wilk,S,
15974898,31,Wilk,Sherwin,W,
15987683,1,Diana,Dominguez,D,"Center for Human Genetics, Katholieke Universiteit Leuven and Flanders Interuniversity Institute for Biotechnology VIB4, Herestraat 49, 3000 Leuven, Belgium."
15987683,2,Jos,Tournoy,J,
15987683,3,Dieter,Hartmann,D,
15987683,4,Tobias,Huth,T,
15987683,5,Kim,Cryns,K,
15987683,6,Siska,Deforce,S,
15987683,7,Lutgarde,Serneels,L,
15987683,8,Ira Espuny,Camacho,IE,
15987683,9,Els,Marjaux,E,
15987683,10,Katleen,Craessaerts,K,
15987683,11,Anton J M,Roebroek,AJ,
15987683,12,Michael,Schwake,M,
15987683,13,Rudi,D'Hooge,R,
15987683,14,Patricia,Bach,P,
15987683,15,Ulrich,Kalinke,U,
15987683,16,Dieder,Moechars,D,
15987683,17,Christian,Alzheimer,C,
15987683,18,Karina,Reiss,K,
15987683,19,Paul,Saftig,P,
15987683,20,Bart,De Strooper,B,
16027115,1,Edward,Rockenstein,E,"Department of Neurosciences, University of California, San Diego, School of Medicine, La Jolla, California 92093-0624, USA."
16027115,2,Michael,Mante,M,
16027115,3,Michael,Alford,M,
16027115,4,Anthony,Adame,A,
16027115,5,Leslie,Crews,L,
16027115,6,Makoto,Hashimoto,M,
16027115,7,Luke,Esposito,L,
16027115,8,Lennart,Mucke,L,
16027115,9,Eliezer,Masliah,E,
16054886,1,Shunsuke,Kobayashi,S,"Department of Biochemistry, College of Pharmacy, Nihon University, Narashinodai, Funabashi, Chiba 274-8555, Japan. kobashun@pha.nihon-u.ac.jp"
16054886,2,Takashi,Higuchi,T,
16054886,3,Kaijiro,Anzai,K,
16084727,1,Jae-Young,Je,JY,"Department of Chemistry, Pukyong National University, Busan, Republic of Korea."
16084727,2,Se-Kwon,Kim,SK,
16095293,1,Stephen,Hanessian,S,"Department of Chemistry, Université de Montréal, C. P. 6128, Succ. Centre-Ville, Montréal, P. Q., Canada H3C 3J7. stephen.hanessian@umontreal.ca"
16095293,2,Yihua,Hou,Y,
16095293,3,Malken,Bayrakdarian,M,
16095293,4,Marina,Tintelnot-Blomley,M,
16095294,1,Stephen,Hanessian,S,"Department of Chemistry, Université de Montréal, C. P. 6128, Succ. Centre-Ville, Montréal, P. Q., Canada H3C 3J7. stephen.hanessian@umontreal.ca"
16095294,2,Hongying,Yun,H,
16095294,3,Yihua,Hou,Y,
16095294,4,Marina,Tintelnot-Blomley,M,
16114494,1,Hee-Ju,Lee,HJ,"School of Applied Biosciences, College of Agriculture and Life Sciences, Kyungpook National University, 1370 Sankyuk-Dong, Daegu 702-701, Korea."
16114494,2,Yeon-Hee,Seong,YH,
16114494,3,Ki-Hwan,Bae,KH,
16114494,4,Soon-Ho,Kwon,SH,
16114494,5,Hye-Min,Kwak,HM,
16114494,6,Si-Kab,Nho,SK,
16114494,7,Kyung-A,Kim,KA,
16114494,8,Jong-Moon,Hur,JM,
16114494,9,Kyung Bok,Lee,KB,
16114494,10,Young-Hwa,Kang,YH,
16114494,11,Kyung-Sik,Song,KS,
16136043,1,Oded,Singer,O,"Laboratory of Genetics, The Salk Institute for Biological Studies, 10010 North Torrey Pines Road, La Jolla, California 92037, USA."
16136043,2,Robert A,Marr,RA,
16136043,3,Edward,Rockenstein,E,
16136043,4,Leslie,Crews,L,
16136043,5,Nicole G,Coufal,NG,
16136043,6,Fred H,Gage,FH,
16136043,7,Inder M,Verma,IM,
16136043,8,Eliezer,Masliah,E,
16181410,1,Thole,Zuchner,T,"Paul Flechsig Institute for Brain Research, Department of Neurochemistry, University of Leipzig, Leipzig, Germany."
16181410,2,Reinhard,Schliebs,R,
16181410,3,J Regino,Perez-Polo,JR,
16212664,1,Michael T,Heneka,MT,"Department of Neurology, University of Münster, 48149 Münster, Germany. heneka@uni-muenster.de"
16212664,2,Magdalena,Sastre,M,
16212664,3,Lucia,Dumitrescu-Ozimek,L,
16212664,4,Ilse,Dewachter,I,
16212664,5,Jochen,Walter,J,
16212664,6,Thomas,Klockgether,T,
16212664,7,Fred,Van Leuven,F,
16243299,1,Kiyoko S,Murayama,KS,"Department of Demyelinating Disease and Aging, National Institute of Neuroscience, NCNP, Kodaira, Tokyo 187-8502, Japan."
16243299,2,Fuyuki,Kametani,F,
16243299,3,Wataru,Araki,W,
16246059,1,S J,Patey,SJ,"Molecular Glycobiology Research Group, School of Biological Sciences, The University of Liverpool, Liverpool L69 7ZB, UK. s.j.patey@liv.ac.uk"
16246059,2,E A,Yates,EA,
16246059,3,J E,Turnbull,JE,
16249081,1,Isabel,Rojo,I,"Lilly S.A., Avenida de la Industria 30, 28108 Alcobendas, Spain. irojo@lilly.com"
16249081,2,José Alfredo,Martín,JA,
16249081,3,Howard,Broughton,H,
16249081,4,David,Timm,D,
16249081,5,Jon,Erickson,J,
16249081,6,Hsiu-Chiung,Yang,HC,
16249081,7,James R,McCarthy,JR,
16256140,1,Kun,Tang,K,"Department of Neurology, University of Texas Southwestern Medical Center at Dallas, United States."
16256140,2,Linda S,Hynan,LS,
16256140,3,Fred,Baskin,F,
16256140,4,Roger N,Rosenberg,RN,
16267225,1,Xibin,Liang,X,"Department of Neurology, Johns Hopkins University School of Medicine, Baltimore, Maryland 21205, USA."
16267225,2,Qian,Wang,Q,
16267225,3,Tracey,Hand,T,
16267225,4,Liejun,Wu,L,
16267225,5,Richard M,Breyer,RM,
16267225,6,Thomas J,Montine,TJ,
16267225,7,Katrin,Andreasson,K,
16290302,1,Hirotsugu,Harada,H,"Department of Neurology, Institute of Clinical Medicine, University of Tsukuba, 1-1-1 Tennodai, Tsukuba, Ibaraki 305-8575, Japan. haradah@nona.dti.ne.jp"
16290302,2,Akira,Tamaoka,A,
16290302,3,Kazuhiro,Ishii,K,
16290302,4,Shin'ichi,Shoji,S,
16290302,5,Satoshi,Kametaka,S,
16290302,6,Fuyuki,Kametani,F,
16290302,7,Yuko,Saito,Y,
16290302,8,Shigeo,Murayama,S,
16305800,1,Nils,Ostermann,N,"Protease Platform, Novartis Institutes for BioMedical Research, CH-4002 Basel, Switzerland. nils.ostermann@novartis.com"
16305800,2,Jörg,Eder,J,
16305800,3,Ulf,Eidhoff,U,
16305800,4,Florence,Zink,F,
16305800,5,Ulrich,Hassiepen,U,
16305800,6,Susanne,Worpenberg,S,
16305800,7,Jürgen,Maibaum,J,
16305800,8,Oliver,Simic,O,
16305800,9,Ulrich,Hommel,U,
16305800,10,Bernd,Gerhartz,B,
16306400,1,Rodney A,Velliquette,RA,"Department of Cell and Molecular Biology, Northwestern University, The Feinberg School of Medicine, Chicago, Illinois 60611, USA."
16306400,2,Tracy,O'Connor,T,
16306400,3,Robert,Vassar,R,
16336629,1,Masashi,Asai,M,"Department of Life Sciences, Graduate School of Arts and Sciences, University of Tokyo, Tokyo, Japan."
16336629,2,Chinatsu,Hattori,C,
16336629,3,Nobuhisa,Iwata,N,
16336629,4,Takaomi C,Saido,TC,
16336629,5,Noboru,Sasagawa,N,
16336629,6,Beáta,Szabó,B,
16336629,7,Yasuhiro,Hashimoto,Y,
16336629,8,Kei,Maruyama,K,
16336629,9,Sei-ichi,Tanuma,S,
16336629,10,Yoshiaki,Kiso,Y,
16336629,11,Shoichi,Ishiura,S,
16342950,1,Yu-Sen,Wang,YS,"Schering-Plough Research Institute, 2015 Galloping Hill Road, Kenilworth, New Jersey 07033, USA. allen.yu-sen.wang@spcorp.com"
16342950,2,Brian M,Beyer,BM,
16342950,3,Mary M,Senior,MM,
16342950,4,Daniel F,Wyss,DF,
16354928,1,Fiona M,Laird,FM,"Department of Pathology, The Johns Hopkins University School of Medicine, Baltimore, Maryland 21205, USA."
16354928,2,Huaibin,Cai,H,
16354928,3,Alena V,Savonenko,AV,
16354928,4,Mohamed H,Farah,MH,
16354928,5,Kaiwen,He,K,
16354928,6,Tatyana,Melnikova,T,
16354928,7,Hongjin,Wen,H,
16354928,8,Hsueh-Cheng,Chiang,HC,
16354928,9,Guilian,Xu,G,
16354928,10,Vassilis E,Koliatsos,VE,
16354928,11,David R,Borchelt,DR,
16354928,12,Donald L,Price,DL,
16354928,13,Hey-Kyoung,Lee,HK,
16354928,14,Philip C,Wong,PC,
16375745,1,Aurn K,Ghosh,AK,"Departments of Chemistry and Medicinal Chemistry, Purdue University, West Lafayette, IN 47907, USA. akghosh@purdue.edu"
16375745,2,Nagaswamy,Kumaragurubaran,N,
16375745,3,Jordan,Tang,J,
16387391,1,Matthew J,Chiocco,MJ,"Department of Genetics, Case Western Reserve University and University Hospitals of Cleveland, Cleveland, OH 44106, USA."
16387391,2,Bruce T,Lamb,BT,
16392663,1,Hye-Min,Kwak,HM,"School of Applied Biosciences, College of Agriculture and Life Sciences, Kyungpook National University, Daegu, Korea."
16392663,2,So-Young,Jeon,SY,
16392663,3,Bang-Ho,Sohng,BH,
16392663,4,Jong-Guk,Kim,JG,
16392663,5,Jin-Man,Lee,JM,
16392663,6,Kyung-Bok,Lee,KB,
16392663,7,Hyun-Hee,Jeong,HH,
16392663,8,Jong-Moon,Hur,JM,
16392663,9,Young-Hwa,Kang,YH,
16392663,10,Kyung-Sik,Song,KS,
16407166,1,Magdalena,Sastre,M,"Department of Neurology, University of Bonn, Sigmund Freud Strasse 25, 53127 Bonn, Germany. magdalena.sastre@ukb.uni-bonn.de"
16407166,2,Ilse,Dewachter,I,
16407166,3,Steffen,Rossner,S,
16407166,4,Nenad,Bogdanovic,N,
16407166,5,Evan,Rosen,E,
16407166,6,Peter,Borghgraef,P,
16407166,7,Bernd O,Evert,BO,
16407166,8,Lucia,Dumitrescu-Ozimek,L,
16407166,9,Dietmar R,Thal,DR,
16407166,10,Gary,Landreth,G,
16407166,11,Jochen,Walter,J,
16407166,12,Thomas,Klockgether,T,
16407166,13,Fred,van Leuven,F,
16407166,14,Michael T,Heneka,MT,
16412100,1,Kazuhiro,Nakagawa,K,"Glycochain Functions Laboratory, Suprabiomolecular System Group, Frontier Research System, RIKEN, Wako-shi, Saitama, Japan."
16412100,2,Shinobu,Kitazume,S,
16412100,3,Ritsuko,Oka,R,
16412100,4,Kei,Maruyama,K,
16412100,5,Takaomi C,Saido,TC,
16412100,6,Yuji,Sato,Y,
16412100,7,Tamao,Endo,T,
16412100,8,Yasuhiro,Hashimoto,Y,
16420434,1,Masuo,Ohno,M,"Department of Physiology, Northwestern University Feinberg School of Medicine, Chicago, IL 60611, USA. ohno@northwestern.edu"
16420434,2,Lei,Chang,L,
16420434,3,Wilbur,Tseng,W,
16420434,4,Holly,Oakley,H,
16420434,5,Martin,Citron,M,
16420434,6,William L,Klein,WL,
16420434,7,Robert,Vassar,R,
16420434,8,John F,Disterhoft,JF,
16449801,1,Yu,Li,Y,"Department of Psychiatry, Brain Research Center, The University of British Columbia, Vancouver, BC, Canada."
16449801,2,Weihui,Zhou,W,
16449801,3,Yigang,Tong,Y,
16449801,4,Guiqiong,He,G,
16449801,5,Weihong,Song,W,
16481167,1,Tooru,Kimura,T,"Department of Medicinal Chemistry, Center for Frontier Research in Medicinal Science and 21st Century COE Program, Kyoto Pharmaceutical University, Yamashina-ku, Kyoto 607-8412, Japan."
16481167,2,Yoshio,Hamada,Y,
16481167,3,Monika,Stochaj,M,
16481167,4,Hayato,Ikari,H,
16481167,5,Ayaka,Nagamine,A,
16481167,6,Hamdy,Abdel-Rahman,H,
16481167,7,Naoto,Igawa,N,
16481167,8,Koushi,Hidaka,K,
16481167,9,Jeffrey-Tri,Nguyen,JT,
16481167,10,Kazuki,Saito,K,
16481167,11,Yoshio,Hayashi,Y,
16481167,12,Yoshiaki,Kiso,Y,
16511867,1,Edward,Rockenstein,E,"Department of Neurosciences, University of California San Diego, School of Medicine, La Jolla, California 92093-0624, USA."
16511867,2,Magdalena,Torrance,M,
16511867,3,Michael,Mante,M,
16511867,4,Anthony,Adame,A,
16511867,5,Amy,Paulino,A,
16511867,6,John B,Rose,JB,
16511867,7,Leslie,Crews,L,
16511867,8,Herbert,Moessler,H,
16511867,9,Eliezer,Masliah,E,
16539685,1,Katrin,Nowak,K,"Paul Flechsig Institute for Brain Research, Department of Neurochemistry, University of Leipzig, Leipzig, Germany."
16539685,2,Christine,Lange-Dohna,C,
16539685,3,Ulrike,Zeitschel,U,
16539685,4,Albrecht,Günther,A,
16539685,5,Bernhard,Lüscher,B,
16539685,6,Andrea,Robitzki,A,
16539685,7,Regino,Perez-Polo,R,
16539685,8,Steffen,Rossner,S,
16574278,1,Kristie Grove,Bridges,KG,"Department of Chemical and Screening Sciences, Wyeth Research, 200 Cambridge Park Drive, Cambridge, MA 02140, USA."
16574278,2,Rajiv,Chopra,R,
16574278,3,Laura,Lin,L,
16574278,4,Kristine,Svenson,K,
16574278,5,Amy,Tam,A,
16574278,6,Guixian,Jin,G,
16574278,7,Rebecca,Cowling,R,
16574278,8,Frank,Lovering,F,
16574278,9,Tatos N,Akopian,TN,
16574278,10,Elizabeth,DiBlasio-Smith,E,
16574278,11,Bethany,Annis-Freeman,B,
16574278,12,Tod H,Marvell,TH,
16574278,13,Edward R,LaVallie,ER,
16574278,14,Richard S,Zollner,RS,
16574278,15,Jonathan,Bard,J,
16574278,16,William S,Somers,WS,
16574278,17,Mark L,Stahl,ML,
16574278,18,Ronald W,Kriz,RW,
16611010,1,John B,Standridge,JB,"Department of Family Medicine, University of Tennessee Health Science Center College of Medicine, Chattanooga, Tennessee 37403, USA. john.standridge@erlanger.org"
16611980,1,Weihui,Zhou,W,"Department of Psychiatry, University of British Columbia, 2255 Wesbrook Mall, Vancouver, BC V6T 1Z3, Canada."
16611980,2,Weihong,Song,W,
16619032,1,Claudio,Costantini,C,"Department of Medicine, University of Wisconsin-Madison, Veterans Administration Hospital (GRECC 11G), 53705, USA."
16619032,2,Heidi,Scrable,H,
16619032,3,Luigi,Puglielli,L,
16679558,1,Debomoy K,Lahiri,DK,"Laboratory of Molecular Neurogenetics, Department of Psychiatry, Institute of Psychiatric Research, Indiana University School of Medicine, Indianapolis, IN 46202, USA. dlahiri@iupui.edu"
16679558,2,Bryan,Maloney,B,
16679558,3,Yuan-Wen,Ge,YW,
16696972,1,Othman,Ghribi,O,"Department of Pharmacology, Physiology and Therapeutics, University of North Dakota School of Medicine and Health Sciences, 501 North Columbia Road, Grand Forks, 58202, USA. oghribi@medicine.nodak.edu"
16696972,2,Brian,Larsen,B,
16696972,3,Matthew,Schrag,M,
16696972,4,Mary M,Herman,MM,
16716081,1,Marie,Beckman,M,"Department of Biochemistry and Molecular Biology, Monash University, Victoria 3800, Australia."
16716081,2,R M Damian,Holsinger,RM,
16716081,3,David H,Small,DH,
16734669,1,Claire,Goldsbury,C,"Max Planck Unit for Structural Molecular Biology, c/o DESY, Notkestrasse 85, 22607 Hamburg, Germany."
16734669,2,Maria-Magdalena,Mocanu,MM,
16734669,3,Edda,Thies,E,
16734669,4,Christoph,Kaether,C,
16734669,5,Christian,Haass,C,
16734669,6,Patrick,Keller,P,
16734669,7,Jacek,Biernat,J,
16734669,8,Eckhard,Mandelkow,E,
16734669,9,Eva-Maria,Mandelkow,EM,
16757166,1,Yoshio,Hamada,Y,"Department of Medicinal Chemistry, Center for Frontier Research in Medicinal Science and 21st Century COE Program, Kyoto Pharmaceutical University, Yamashina-ku, Japan."
16757166,2,Naoto,Igawa,N,
16757166,3,Hayato,Ikari,H,
16757166,4,Zyta,Ziora,Z,
16757166,5,Jeffrey-Tri,Nguyen,JT,
16757166,6,Abdellah,Yamani,A,
16757166,7,Koushi,Hidaka,K,
16757166,8,Tooru,Kimura,T,
16757166,9,Kazuki,Saito,K,
16757166,10,Yoshio,Hayashi,Y,
16757166,11,Maiko,Ebina,M,
16757166,12,Shoichi,Ishiura,S,
16757166,13,Yoshiaki,Kiso,Y,
